Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pentosyltransferase Activity (GO:0016763)	1/39	0.3904257460631039	0.45728764752956813	0	0	2.0664709582721743	1.9435520555018446	PARP1
Phosphotyrosine Residue Binding (GO:0001784)	1/39	0.3904257460631039	0.45728764752956813	0	0	2.0664709582721743	1.9435520555018446	SYK
Catalytic Activity, Acting On A tRNA (GO:0140101)	1/39	0.3904257460631039	0.45728764752956813	0	0	2.0664709582721743	1.9435520555018446	FTO
Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)	1/40	0.39812137405794396	0.4648795312932699	0	0	2.0133823679640415	1.8543218594389608	GRIN2A
RNA Endonuclease Activity (GO:0004521)	1/41	0.4057202283291293	0.4708813559092622	0	0	1.9629482071713147	1.7707587938919342	RNASET2
Signal Sequence Binding (GO:0005048)	1/41	0.4057202283291293	0.4708813559092622	0	0	1.9629482071713147	1.7707587938919342	NFKBIA
3'-5' Exonuclease Activity (GO:0008408)	1/42	0.41322352103441296	0.47680128099234725	0	0	1.914974249344087	1.6923903183237716	APEX1
Endopeptidase Inhibitor Activity (GO:0004866)	2/112	0.41331077099075536	0.47680128099234725	0	0	1.4282181818181818	1.2619100252519084	LXN;TFPI2
Single-Stranded RNA Binding (GO:0003727)	1/43	0.42063244922382603	0.4837904746328089	0	0	1.8692847656991083	1.6187928847936228	JMJD6
Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756)	1/44	0.4279481949846081	0.4878099960687646	0	0	1.8257203743166868	1.5495858830857483	PRAME
Phosphoric Diester Hydrolase Activity (GO:0008081)	1/44	0.4279481949846081	0.4878099960687646	0	0	1.8257203743166868	1.5495858830857483	PLCB4
Signaling Receptor Complex Adaptor Activity (GO:0030159)	1/44	0.4279481949846081	0.4878099960687646	0	0	1.8257203743166868	1.5495858830857483	GAB2
Potassium Channel Regulator Activity (GO:0015459)	1/45	0.43517192560468554	0.4916544174235828	0	0	1.784136182542557	1.4844264507425515	AKT1
Protein Kinase Inhibitor Activity (GO:0004860)	1/45	0.43517192560468554	0.4916544174235828	0	0	1.784136182542557	1.4844264507425515	CDKN1C
Protein Phosphorylated Amino Acid Binding (GO:0045309)	1/45	0.43517192560468554	0.4916544174235828	0	0	1.784136182542557	1.4844264507425515	SYK
Hydro-Lyase Activity (GO:0016836)	1/46	0.4423047939650767	0.49678221726869315	0	0	1.7444001770694997	1.4230050075696294	CBS
Exonuclease Activity (GO:0004527)	1/46	0.4423047939650767	0.49678221726869315	0	0	1.7444001770694997	1.4230050075696294	APEX1
Calcium-Dependent Phospholipid Binding (GO:0005544)	1/47	0.4493479383856257	0.5032171356774697	0	0	1.7063918240083145	1.3650414031954512	SYT4
Manganese Ion Binding (GO:0030145)	1/48	0.4563024831086104	0.5095156006722967	0	0	1.6700008476731372	1.310281578298094	MTPAP
Pyrophosphatase Activity (GO:0016462)	1/49	0.4631695382410419	0.5156800382160437	0	0	1.6351261620185924	1.258494666060737	CLU
Metallopeptidase Activity (GO:0008237)	2/124	0.4645687384491673	0.5157386284812495	0	0	1.286950819672131	0.9866353736999973	MMP8;ADAMTS20
S-adenosylmethionine-dependent Methyltransferase Activity (GO:0008757)	1/50	0.4699502001103142	0.5187058404675803	0	0	1.6016749329213757	1.2094704650298027	DNMT3A
Nuclear Receptor Coactivator Activity (GO:0030374)	1/50	0.4699502001103142	0.5187058404675803	0	0	1.6016749329213757	1.2094704650298027	KDM1A
tRNA Binding (GO:0000049)	1/51	0.476645551332717	0.5245840406908926	0	0	1.569561752988048	1.1630172317407566	TERT
Syntaxin Binding (GO:0019905)	1/53	0.48978458498305866	0.5344373106795198	0	0	1.509040760036776	1.0771376110888127	ABL1
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593)	1/53	0.48978458498305866	0.5344373106795198	0	0	1.509040760036776	1.0771376110888127	HDAC6
Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)	1/53	0.48978458498305866	0.5344373106795198	0	0	1.509040760036776	1.0771376110888127	TFPI2
Myosin Binding (GO:0017022)	1/54	0.4962303657286522	0.5384029180568662	0	0	1.4804931218522137	1.0374037571928558	APEX1
Protein-Lysine N-methyltransferase Activity (GO:0016279)	1/54	0.4962303657286522	0.5384029180568662	0	0	1.4804931218522137	1.0374037571928558	SETDB1
Flavin Adenine Dinucleotide Binding (GO:0050660)	1/55	0.5025950328787242	0.5437680722953429	0	0	1.4530028036004132	0.9996231187259461	KDM1A
SH3 Domain Binding (GO:0017124)	1/59	0.527262710118755	0.5688496280999525	0	0	1.3525209506800384	0.8656896276936448	ABL1
Protein Phosphatase Regulator Activity (GO:0019888)	1/61	0.5391357060258801	0.5800252118199777	0	0	1.30730411686587	0.807636751380284	LGALS3
Calcium Ion Transmembrane Transporter Activity (GO:0015085)	1/68	0.5784001097117079	0.6205244874498154	0	0	1.1703038591901052	0.6407289792850654	CLU
Ubiquitin-Like Protein Transferase Activity (GO:0019787)	3/240	0.5849732757329641	0.6258233648204615	0	0	0.9918661989731076	0.5318278597248638	CUL3;UBR4;MDM2
RNA Nuclease Activity (GO:0004540)	1/70	0.5889935147166339	0.6283691257283309	0	0	1.1362665280905364	0.6014714444907616	RNASET2
Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	1/73	0.6043885413794098	0.6430022537453165	0	0	1.0887560867640549	0.5482300705108137	MYO1B
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094)	1/75	0.6143314190891438	0.6517698989228313	0	0	1.0592225691827286	0.5160751891053426	CLU
Cytokine Receptor Activity (GO:0004896)	1/76	0.6192091184011366	0.6551300893581086	0	0	1.0450464807436919	0.5009035598861411	EPOR
G Protein-Coupled Peptide Receptor Activity (GO:0008528)	1/77	0.6240253688871442	0.656598121658726	0	0	1.0312434472635772	0.48629754914032763	MC1R
Phospholipase Activity (GO:0004620)	1/77	0.6240253688871442	0.656598121658726	0	0	1.0312434472635772	0.48629754914032763	PLCB4
Ubiquitin Binding (GO:0043130)	1/80	0.6381130910083261	0.6695816817977779	0	0	0.9919310101366685	0.4456148417012233	MDM2
DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)	4/348	0.6415555542791833	0.6713545827566317	0	0	0.9097899474868717	0.403818909454276	RFX6;MITF;TP53;NFKB1
Phosphatase Activity (GO:0016791)	1/83	0.6516749617476477	0.6800858592625315	0	0	0.9554950927995336	0.4091519481782851	PTPRO
Actin Binding (GO:0003779)	2/183	0.6737545332040905	0.7012173538509963	0	0	0.8648397790055249	0.34151608604425565	ABL1;NF2
Calcium Channel Activity (GO:0005262)	1/91	0.6854155379794353	0.7114204635396307	0	0	0.8702080566622399	0.3287036891167205	CLU
mRNA Binding (GO:0003729)	3/282	0.692644762910504	0.7138307289669624	0	0	0.8407393012911862	0.3087514353781927	KHDRBS2;RPS3;TP53
mRNA 3'-UTR Binding (GO:0003730)	1/93	0.6933290631219583	0.7138307289669624	0	0	0.8512038801316473	0.31175389260776326	TP53
Phosphatidylinositol Bisphosphate Binding (GO:1902936)	1/93	0.6933290631219583	0.7138307289669624	0	0	0.8512038801316473	0.31175389260776326	MYO1B
Hexosyltransferase Activity (GO:0016758)	1/96	0.7048290906954197	0.7237253129660743	0	0	0.8241979450618578	0.2883043835752833	MTAP
Monoatomic Cation Channel Activity (GO:0005261)	1/105	0.7368149192835434	0.7545457595871581	0	0	0.752528348145878	0.22983611353061376	CLU
Phosphatidylinositol Binding (GO:0035091)	1/106	0.740148534331346	0.7559383697304147	0	0	0.7453234680326314	0.2242711041394238	EPB41
Ubiquitin Protein Ligase Activity (GO:0061630)	3/311	0.7538613340177603	0.7678959865127718	0	0	0.7604443749022062	0.21486115134150324	CUL3;UBR4;MDM2
Ubiquitin-Like Protein Ligase Activity (GO:0061659)	3/319	0.7689246057313931	0.7811621326130599	0	0	0.7408876010370596	0.1946773717609795	CUL3;UBR4;MDM2
Serine-Type Endopeptidase Activity (GO:0004252)	1/125	0.7960676064027027	0.8052114741645359	0	0	0.6305102171957332	0.1438011991986619	MMP8
Endopeptidase Activity (GO:0004175)	3/335	0.7968019548521126	0.8052114741645359	0	0	0.70460153868486	0.1600496189951289	CASP8;MMP8;ADAMTS20
Serine-Type Peptidase Activity (GO:0008236)	1/142	0.8358505601093089	0.8424493803206982	0	0	0.5540109067276991	0.09933716813594093	MMP8
Cysteine-Type Peptidase Activity (GO:0008234)	1/144	0.8399903322135525	0.8443997302829148	0	0	0.5462067812665422	0.09523928887253706	CASP8
Ubiquitin-Protein Transferase Activity (GO:0004842)	3/412	0.8945233294636725	0.8968650135722163	0	0	0.5696821515892421	0.06349921960789366	CUL3;UBR4;MDM2
Guanyl-Nucleotide Exchange Factor Activity (GO:0005085)	1/203	0.9247697005809088	0.9247697005809088	0	0	0.38550747505029387	0.03015074965333516	RIN1
