Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Internal Protein Amino Acid Acetylation (GO:0006475)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	EP300
Lactation (GO:0007595)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	ERBB4
Mitochondrial Fragmentation Involved In Apoptotic Process (GO:0043653)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	ERBB4
Negative Regulation Of T Cell Cytokine Production (GO:0002725)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	IFNB1
Negative Regulation Of Cholesterol Storage (GO:0010887)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	PPARG
Negative Regulation Of Glial Cell Differentiation (GO:0045686)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NF1
Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	AGER
Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	BMP4
Negative Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002701)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	TNF
Negative Regulation Of Regulated Secretory Pathway (GO:1903306)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	SYT4
Negative Regulation Of Systemic Arterial Blood Pressure (GO:0003085)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NPPA
Peripheral Nervous System Axon Ensheathment (GO:0032292)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NF1
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	SYT4
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	KIT
Positive Regulation Of Early Endosome To Late Endosome Transport (GO:2000643)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NF2
Positive Regulation Of Membrane Invagination (GO:1905155)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	F2RL1
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	SYK
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NF2
Positive Regulation Of Protein Localization To Endosome (GO:1905668)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	NF2
Positive Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	HSPA1A
Positive Regulation Of Ubiquitin Protein Ligase Activity (GO:1904668)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	PTEN
Presynaptic Membrane Assembly (GO:0097105)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	PTEN
Regulation Of RNA Biosynthetic Process (GO:2001141)	1/8	0.09648082675964229	0.1998177396674441	0	0	11.235628912919749	26.273517981296447	MITF
Regulation Of Insulin Secretion (GO:0050796)	3/87	0.0972616668137546	0.20109057437818154	0	0	2.8204245553643146	6.572577311503986	IFNG;RFX6;TNF
Regulation Of Type II Interferon Production (GO:0032649)	3/87	0.0972616668137546	0.20109057437818154	0	0	2.8204245553643146	6.572577311503986	CD274;F2RL1;TLR4
DNA Integrity Checkpoint Signaling (GO:0031570)	2/42	0.09808514956286019	0.20193019301494364	0	0	3.9416	9.152077130510273	CHEK2;E2F1
Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	2/42	0.09808514956286019	0.20193019301494364	0	0	3.9416	9.152077130510273	PTK2B;CAPN1
Lysosome Localization (GO:0032418)	2/42	0.09808514956286019	0.20193019301494364	0	0	3.9416	9.152077130510273	KIT;HDAC6
Modulation By Host Of Symbiont Process (GO:0051851)	2/42	0.09808514956286019	0.20193019301494364	0	0	3.9416	9.152077130510273	FASN;EP300
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)	2/42	0.09808514956286019	0.20193019301494364	0	0	3.9416	9.152077130510273	CASP8;GSTP1
Nervous System Development (GO:0007399)	9/433	0.09826529479100055	0.20212903749951558	0	0	1.687980433263452	3.9162570170004547	ERBB4;GSTP1;APEX1;NF1;PTEN;EP300;PAX6;FAT4;MET
Negative Regulation Of Neuron Death (GO:1901215)	3/88	0.09980526653989158	0.20512229376380436	0	0	2.7871013465627215	6.422970723518637	AKT1;PTK2B;CLU
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	RTEL1;ASF1A
Regulation Of Primary Metabolic Process (GO:0080090)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PPARG;PPARD
Skeletal System Morphogenesis (GO:0048705)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PDGFRA;HOXA9
mRNA Transcription (GO:0009299)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PPARG;TP53
Negative Regulation Of BMP Signaling Pathway (GO:0030514)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PPARG;FBN1
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PTK2B;RAC1
Positive Regulation Of Stress Fiber Assembly (GO:0051496)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	RAC1;NF2
Regulation Of Cellular Component Size (GO:0032535)	2/43	0.1020484534145066	0.20831663190691266	0	0	3.8452682926829267	8.776084836997166	PTEN;RAC1
Golgi Vesicle Transport (GO:0048193)	5/197	0.10418036366976129	0.20958780447842132	0	0	2.0618252361673415	4.663089140552413	MYO1B;TRAPPC1;STX17;CUL3;GOPC
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	3/90	0.10497188242681178	0.20958780447842132	0	0	2.72275308129068	6.137256300972212	MDM2;CLU;HSPA1A
Cellular Response To Ketone (GO:1901655)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	SPP1;SLC5A5
Establishment Of Protein Localization To Mitochondrion (GO:0072655)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	AKT1;DNAJC15
Mitotic Spindle Assembly (GO:0090307)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	INCENP;CHEK2
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	PIK3CA;PIP4K2A
Positive Regulation Of Chemotaxis (GO:0050921)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	F2RL1;MET
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	TNF;HLA-DQA1
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	IFNG;EP300
Regulation Of DNA Recombination (GO:0000018)	2/44	0.10605529168990928	0.20958780447842132	0	0	3.7535238095238097	8.422136834450706	RTEL1;KDM1A
Regulation Of Epithelial Cell Proliferation (GO:0050678)	3/91	0.10759409250915124	0.20958780447842132	0	0	2.6916757940854326	6.000793847197068	CDKN1C;BMP4;HRAS
DNA Damage Response, Signal Transduction Resulting In Transcription (GO:0042772)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TP53
I-kappaB Phosphorylation (GO:0007252)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TLR4
Regulation Of High Voltage-Gated Calcium Channel Activity (GO:1901841)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NPPA
T-helper 1 Type Immune Response (GO:0042088)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TLR4
Actin-Mediated Cell Contraction (GO:0070252)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	PIK3CA
Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	KLRB1
Regulation Of Long-Term Synaptic Depression (GO:1900452)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	AGER
Adherens Junction Assembly (GO:0034333)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CTNNB1
Adrenal Gland Development (GO:0030325)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NF1
Apical Protein Localization (GO:0045176)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	GOPC
Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	SYK
Autophagy Of Peroxisome (GO:0030242)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	ATM
Axon Regeneration (GO:0031103)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TNC
cGMP Biosynthetic Process (GO:0006182)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NPPA
Camera-Type Eye Morphogenesis (GO:0048593)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NF1
Carnitine Metabolic Process (GO:0009437)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CPT1C
Regulation Of Sequestering Of Calcium Ion (GO:0051282)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	PTK2B
Cellular Response To Purine-Containing Compound (GO:0071415)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CLU
Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	SLC15A2
Response To Laminar Fluid Shear Stress (GO:0034616)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	ASS1
Embryonic Eye Morphogenesis (GO:0048048)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	FBN1
Sequestering Of Extracellular Ligand From Receptor (GO:0035581)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	FBN1
Serine Family Amino Acid Catabolic Process (GO:0009071)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CBS
Smooth Muscle Tissue Development (GO:0048745)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NF1
Excitatory Synapse Assembly (GO:1904861)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	PTEN
Tetrapyrrole Metabolic Process (GO:0033013)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CUBN
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	IFNG
Hematopoietic Stem Cell Differentiation (GO:0060218)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TP53
Lung Epithelium Development (GO:0060428)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	BMP4
Mesenchymal To Epithelial Transition (GO:0060231)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	BMP4
Motor Neuron Axon Guidance (GO:0008045)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	RAC1
Necroptotic Process (GO:0070266)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	FASLG
Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CYP1B1
Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	IL1RN
Negative Regulation Of Lymphocyte Apoptotic Process (GO:0070229)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	IL2
Negative Regulation Of Necroptotic Process (GO:0060546)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CASP8
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	PTEN
Negative Regulation Of Protein Localization To Cell Surface (GO:2000009)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	GOPC
Nucleobase-Containing Compound Biosynthetic Process (GO:0034654)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TERT
Peptidyl-Lysine Acetylation (GO:0018394)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	EP300
Phosphatidylglycerol Biosynthetic Process (GO:0006655)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	GPAM
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	CDKN2A
Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	F2RL1
Positive Regulation Of Platelet Activation (GO:0010572)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	TLR4
Positive Regulation Of Protein Kinase A Signaling (GO:0010739)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	MC1R
Positive Regulation Of Tissue Remodeling (GO:0034105)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	IL2
Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	NPPA
Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	EP300
Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)	1/9	0.10786970507467322	0.20958780447842132	0	0	9.830677290836654	21.891259052677174	IL1RN
Actin Filament Organization (GO:0007015)	4/144	0.10910615356788944	0.21182005255274844	0	0	2.2589861751152074	5.004634743381622	MYO1B;RAC2;MYO7A;RAC1
Regulation Of Stem Cell Differentiation (GO:2000736)	2/45	0.11010394917335858	0.21341462584163015	0	0	3.666046511627907	8.088509745178577	PDGFRA;HDAC2
Zymogen Activation (GO:0031638)	2/45	0.11010394917335858	0.21341462584163015	0	0	3.666046511627907	8.088509745178577	GRIN2A;CASP8
Sensory Perception Of Sound (GO:0007605)	3/92	0.11024169602227868	0.21351053857317223	0	0	2.6612968728847974	5.868372740040627	COL2A1;KIT;MYO7A
Negative Regulation Of Amide Metabolic Process (GO:0034249)	3/93	0.1129142843764151	0.21812309702504373	0	0	2.6315930388219546	5.739836770640717	APEX1;RPS3;CLU
Neuron Projection Morphogenesis (GO:0048812)	4/146	0.11322690520649281	0.21812309702504373	0	0	2.2269422989550205	4.851085284260298	DCC;PTEN;CTNNB1;SLC39A12
B Cell Receptor Signaling Pathway (GO:0050853)	2/46	0.1141927466343748	0.21812309702504373	0	0	3.5825454545454547	7.773648943224575	SYK;CTLA4
Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	2/46	0.1141927466343748	0.21812309702504373	0	0	3.5825454545454547	7.773648943224575	TNF;TLR4
T Cell Differentiation (GO:0030217)	2/46	0.1141927466343748	0.21812309702504373	0	0	3.5825454545454547	7.773648943224575	KIT;IL2
Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	2/46	0.1141927466343748	0.21812309702504373	0	0	3.5825454545454547	7.773648943224575	AGER;TNF
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	3/94	0.11561144712580582	0.21812309702504373	0	0	2.6025420362769762	5.615037285454763	KHDRBS2;CLNS1A;JMJD6
Vesicle Organization (GO:0016050)	3/94	0.11561144712580582	0.21812309702504373	0	0	2.6025420362769762	5.615037285454763	SYT4;TRAPPC1;STX17
Defense Response To Symbiont (GO:0140546)	4/148	0.11741573037991371	0.21812309702504373	0	0	2.1957885304659497	4.703454547525909	CD40;IFNB1;MX2;F2RL1
Regulation Of Wound Healing (GO:0061041)	2/47	0.1183200402374545	0.21812309702504373	0	0	3.5027555555555554	7.476148775171498	F2RL1;HRAS
Cognition (GO:0050890)	2/47	0.1183200402374545	0.21812309702504373	0	0	3.5027555555555554	7.476148775171498	NF1;TNF
Epithelial To Mesenchymal Transition (GO:0001837)	2/47	0.1183200402374545	0.21812309702504373	0	0	3.5027555555555554	7.476148775171498	CTNNB1;S100A4
Recombinational Repair (GO:0000725)	3/95	0.11833277225224627	0.21812309702504373	0	0	2.5741225772655842	5.493832744833064	XRCC3;ERCC5;BRCA2
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001267)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	FAS
Regulation Of Dendritic Cell Differentiation (GO:2001198)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	LGALS3
L-serine Metabolic Process (GO:0006563)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CBS
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	DNMT3A
Regulation Of Inclusion Body Assembly (GO:0090083)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HSPA1A
Regulation Of Microtubule Nucleation (GO:0010968)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HSPA1A
Angiogenesis Involved In Wound Healing (GO:0060055)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HPSE
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	INCENP
Arginine Metabolic Process (GO:0006525)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	ASS1
Regulation Of Phagocytosis, Engulfment (GO:0060099)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	F2RL1
Cellular Response To Forskolin (GO:1904322)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	SLC5A5
Cellular Response To Increased Oxygen Levels (GO:0036295)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	FAS
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	F2RL1
Removal Of Superoxide Radicals (GO:0019430)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	PRDX2
Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	ROS1
Response To Forskolin (GO:1904321)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	SLC5A5
Serine Family Amino Acid Biosynthetic Process (GO:0009070)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CTH
snRNA Transcription By RNA Polymerase II (GO:0042795)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	SNAPC5
Engulfment Of Apoptotic Cell (GO:0043652)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	RAC1
Thyroid Hormone Generation (GO:0006590)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	SLC5A5
Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HS3ST6
Induction Of Positive Chemotaxis (GO:0050930)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	VEGFC
Mast Cell Activation Involved In Immune Response (GO:0002279)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	KIT
Mast Cell Degranulation (GO:0043303)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	KIT
Megakaryocyte Development (GO:0035855)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	KIT
Meiotic Sister Chromatid Cohesion (GO:0051177)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	REC8
Mitotic Spindle Elongation (GO:0000022)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	INCENP
Mitotic Spindle Midzone Assembly (GO:0051256)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	INCENP
Monocyte Differentiation (GO:0030224)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	PPARG
Negative Regulation Of B Cell Proliferation (GO:0030889)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CTLA4
Negative Regulation Of Activated T Cell Proliferation (GO:0046007)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CD274
Negative Regulation Of Adenylate Cyclase Activity (GO:0007194)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	GRM3
Negative Regulation Of Cholesterol Transport (GO:0032375)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	NFKB1
Negative Regulation Of Exocytosis (GO:0045920)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	IL1RAPL1
Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	MET
Negative Regulation Of Lymphocyte Migration (GO:2000402)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	AKT1
Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HSPA1A
Negative Regulation Of Nuclear Division (GO:0051784)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	BMP4
Negative Regulation Of Oxidoreductase Activity (GO:0051354)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	HDAC6
Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	PPARG
Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CASP8
Negative Regulation Of Steroid Biosynthetic Process (GO:0010894)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	NFKB1
Omega-Hydroxylase P450 Pathway (GO:0097267)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	CYP1B1
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	SETDB1
Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	IFNG
Positive Regulation Of Actin Filament Depolymerization (GO:0030836)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	F2RL1
Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	INCENP
Positive Regulation Of Cellular Respiration (GO:1901857)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	IFNG
Positive Regulation Of Cellular Senescence (GO:2000774)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	TP53
Positive Regulation Of Lipid Localization (GO:1905954)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	NFKB1
Positive Regulation Of Protein Depolymerization (GO:1901881)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	F2RL1
Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	F2RL1
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Endoplasmic Reticulum Stress (GO:1990440)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	TP53
Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	PTGS2
Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	NPPA
Regulation Of B Cell Apoptotic Process (GO:0002902)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	IL2
Regulation Of T-helper 2 Cell Cytokine Production (GO:2000551)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	IFNB1
Regulation Of Biosynthetic Process (GO:0009889)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	GSTP1
Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514)	1/10	0.11911558957010449	0.21812309702504373	0	0	8.73793714032758	18.59136734336237	NPPA
Regulation Of Macroautophagy (GO:0016241)	3/96	0.12107784629158799	0.2215486461265895	0	0	2.5463142894157276	5.376088314994102	PIK3CA;CAPN1;HDAC6
Cellular Response To Radiation (GO:0071478)	2/48	0.12248422089406341	0.22361458893791653	0	0	3.4264347826086956	7.194735470030632	BRCA2;TP53
Myelination (GO:0042552)	2/48	0.12248422089406341	0.22361458893791653	0	0	3.4264347826086956	7.194735470030632	ACER3;NF1
